feature_path,prediction,confidence
/home/user/prognosis_lst/feature/huaxi/pretrain/train/000180d4e1c10cb8422f3de1401be6ef.pt,1,0.7158308029174805
/home/user/prognosis_lst/feature/huaxi/pretrain/train/00079c93b6eef32a9f711bbb80b827bc.pt,1,0.7660529613494873
/home/user/prognosis_lst/feature/huaxi/pretrain/train/000e385dcc5c658793b8596ce601c4b2.pt,1,0.9085070490837097
/home/user/prognosis_lst/feature/huaxi/pretrain/train/000fa23570651c482553e33e05a9cdec.pt,1,0.7043682932853699
/home/user/prognosis_lst/feature/huaxi/pretrain/train/00112033e7b861501bb5316603ec471e.pt,0,0.729674756526947
/home/user/prognosis_lst/feature/huaxi/pretrain/train/001275011bf15062d93e507b5ccc9c3b.pt,1,0.8856257200241089
/home/user/prognosis_lst/feature/huaxi/pretrain/train/0015a00bdfa24429c7f5cc9b9bf55fde.pt,1,0.6692480444908142
/home/user/prognosis_lst/feature/huaxi/pretrain/train/00196a26bcb14241b9adf03a671c5fc5.pt,0,0.5983893275260925
/home/user/prognosis_lst/feature/huaxi/pretrain/train/001a970cf1e77f372da4caa727c75420.pt,1,0.7184794545173645
/home/user/prognosis_lst/feature/huaxi/pretrain/train/001add6dcd4f1f5ae9a92766cbf8cee6.pt,1,0.7377686500549316
/home/user/prognosis_lst/feature/huaxi/pretrain/train/001b60deee015d9bc84eed9b3dabcdd7.pt,1,0.9236096739768982
/home/user/prognosis_lst/feature/huaxi/pretrain/train/001be3cf490648f91dd91244e70cd2cc.pt,0,0.7327824831008911
/home/user/prognosis_lst/feature/huaxi/pretrain/train/001c063f89b7a6994464ca39dd825c6c.pt,1,0.7311370372772217
/home/user/prognosis_lst/feature/huaxi/pretrain/train/001cc8850d27ff7338ea6e814f091890.pt,1,0.8020888566970825
/home/user/prognosis_lst/feature/huaxi/pretrain/train/001d0dc833885cd4d12f26f76039f5ad.pt,1,0.8540854454040527
/home/user/prognosis_lst/feature/huaxi/pretrain/train/00228bfd66a1f6448b592852bc06026c.pt,1,0.8264991641044617
/home/user/prognosis_lst/feature/huaxi/pretrain/train/002353f366fcea8d8c354e25a2d64da4.pt,1,0.6312790513038635
/home/user/prognosis_lst/feature/huaxi/pretrain/train/0023805c612a38e4825dc34b56964869.pt,0,0.7630501389503479
/home/user/prognosis_lst/feature/huaxi/pretrain/train/0028a82027bd51d452e5adb4b0af10ca.pt,1,0.6665915250778198
/home/user/prognosis_lst/feature/huaxi/pretrain/train/002b73bcd0d61bc30498f2383adf84b9.pt,1,0.8902406096458435
/home/user/prognosis_lst/feature/huaxi/pretrain/train/002bca344872d51e06ee877c9bbec314.pt,1,0.7050088047981262
/home/user/prognosis_lst/feature/huaxi/pretrain/train/002cda84784bc3aa02201edc180ae879.pt,0,0.8764820098876953
/home/user/prognosis_lst/feature/huaxi/pretrain/train/002fa071162c9820d834d0fcd5e7494e.pt,1,0.9125667214393616
/home/user/prognosis_lst/feature/huaxi/pretrain/train/0033dbf092b14255a56e5c5ca462f5fa.pt,1,0.8476203680038452
/home/user/prognosis_lst/feature/huaxi/pretrain/train/00396ce5b0834307a487ce048caf1e02.pt,1,0.7065742611885071
/home/user/prognosis_lst/feature/huaxi/pretrain/train/003b19bff086fe5f8cf64a243663001b.pt,1,0.7976149916648865
/home/user/prognosis_lst/feature/huaxi/pretrain/train/003bb65bba09f5649ec8c93aa354f9af.pt,0,0.5996652245521545
/home/user/prognosis_lst/feature/huaxi/pretrain/train/003e121beb76abae0abe5001a6e27ecb.pt,0,0.7627402544021606
/home/user/prognosis_lst/feature/huaxi/pretrain/train/0040083f2d080d08a99079be0b33b815.pt,1,0.7137383222579956
/home/user/prognosis_lst/feature/huaxi/pretrain/train/0040579911e557d4276a8ca89fa85bbb.pt,1,0.8145260214805603
/home/user/prognosis_lst/feature/huaxi/pretrain/train/004296bb62869e67bcd9112c63e5431a.pt,1,0.6752130389213562
/home/user/prognosis_lst/feature/huaxi/pretrain/train/004353914b3652fc6cc2a0f8548552eb.pt,1,0.7066845297813416
/home/user/prognosis_lst/feature/huaxi/pretrain/train/004595b0e13ab0ddd36031c95ecfbcd8.pt,1,0.7520045042037964
/home/user/prognosis_lst/feature/huaxi/pretrain/train/0046593db13b562bf3ad911f790bdf29.pt,1,0.8343980312347412
/home/user/prognosis_lst/feature/huaxi/pretrain/train/0046f4b92199c2406261e8c28a6a3111.pt,0,0.7134808897972107
/home/user/prognosis_lst/feature/huaxi/pretrain/train/004949d20f7efc640c07b9eec6ecc2d5.pt,1,0.8274898529052734
/home/user/prognosis_lst/feature/huaxi/pretrain/train/0049da4bbf1f565b9ba1f9da6b44129d.pt,1,0.8798962831497192
/home/user/prognosis_lst/feature/huaxi/pretrain/train/004c355dc9e117e6db4866b211791756.pt,1,0.7062948346138
/home/user/prognosis_lst/feature/huaxi/pretrain/train/004d6a4e15641b496c95692532ab4b39.pt,0,0.6442832350730896
/home/user/prognosis_lst/feature/huaxi/pretrain/train/005280826c70e7ae75667cc432244b1d.pt,1,0.5724351406097412
/home/user/prognosis_lst/feature/huaxi/pretrain/train/00548043f8a900d541f399325db353e8.pt,1,0.7621129751205444
/home/user/prognosis_lst/feature/huaxi/pretrain/train/005801376ddfd38805e83e51c561f7ae.pt,1,0.687196671962738
/home/user/prognosis_lst/feature/huaxi/pretrain/train/005865319a18dd2e3a51e67b7d601897.pt,0,0.539702296257019
/home/user/prognosis_lst/feature/huaxi/pretrain/train/0058ca95e47ce55b879a676c4524ad4a.pt,1,0.7552894353866577
