feature_path,prediction,confidence,label,need_pull,sim_to_pseudo
/home/user/prognosis_lst/feature/lung1/pretrain/train/000180d4e1c10cb8422f3de1401be6ef.pt,0,0.997793197631836,0,True,0.608881950378418
/home/user/prognosis_lst/feature/lung1/pretrain/train/00103dd7d7861c0c7c0fe1137cb1932d.pt,0,0.999736487865448,0,False,0.8227010369300842
/home/user/prognosis_lst/feature/lung1/pretrain/train/002309004a98173da5eeae59f64f3e1d.pt,0,0.9999287128448486,0,True,0.6232322454452515
/home/user/prognosis_lst/feature/lung1/pretrain/train/002836d2929a14b83f6573cc24475a35.pt,0,0.9862775206565856,0,True,0.7236741185188293
/home/user/prognosis_lst/feature/lung1/pretrain/train/0047bf7726043b5062e73e028a9d9b4a.pt,0,0.999833345413208,0,True,0.7888609170913696
/home/user/prognosis_lst/feature/lung1/pretrain/train/004e3e15c73a419fca9c1767497ff003.pt,0,0.999886155128479,0,True,0.6441047191619873
/home/user/prognosis_lst/feature/lung1/pretrain/train/0052185735f8f065873bcdb59246eae3.pt,0,0.9999779462814332,0,True,0.6966524720191956
/home/user/prognosis_lst/feature/lung1/pretrain/train/00624da37ce633076ed0ff2c1d4961c0.pt,0,0.9998724460601808,0,True,0.8001067042350769
/home/user/prognosis_lst/feature/lung1/pretrain/train/00637fa74961f0447454e6e176a0a744.pt,0,0.9998257756233216,0,False,0.8344999551773071
/home/user/prognosis_lst/feature/lung1/pretrain/train/00670bc402a1c92b9783158bd71f8432.pt,0,0.9976010918617249,0,True,0.7928277850151062
/home/user/prognosis_lst/feature/lung1/pretrain/train/006cdbb73ba7f2425236cf02e4858efb.pt,0,0.9999454021453856,0,True,0.7530194520950317
/home/user/prognosis_lst/feature/lung1/pretrain/train/006e01d7cdc300fd1e6ae683c37c49db.pt,0,0.999477207660675,0,True,0.6176289319992065
/home/user/prognosis_lst/feature/lung1/pretrain/train/006eee309685d9ed5f9b772875379cfb.pt,0,0.9943972826004028,0,True,0.7875734567642212
/home/user/prognosis_lst/feature/lung1/pretrain/train/008469d7a915ec4d873fa7028826274f.pt,0,0.9964733719825744,0,True,0.688675582408905
/home/user/prognosis_lst/feature/lung1/pretrain/train/00852ed553295d89fe031f39a7051adb.pt,0,0.995745837688446,0,False,0.8440736532211304
/home/user/prognosis_lst/feature/lung1/pretrain/train/0090e1843e82ece5dafff53f59ebd38b.pt,0,0.9991028308868408,0,True,0.6203521490097046
/home/user/prognosis_lst/feature/lung1/pretrain/train/0098d57b0c47f5b80395fe4f74038c65.pt,0,0.9952534437179564,0,True,0.6839361786842346
/home/user/prognosis_lst/feature/lung1/pretrain/train/0098f800c7acbc7097e21840aa583147.pt,0,0.995192289352417,0,True,0.6379106044769287
/home/user/prognosis_lst/feature/lung1/pretrain/train/00a7f90799553eb2650bc635650b6893.pt,0,0.9999927282333374,0,True,0.7809474468231201
/home/user/prognosis_lst/feature/lung1/pretrain/train/00ac648ff8a9d6d98359d2aa24638f1b.pt,0,0.9999964237213136,0,True,0.7978985905647278
/home/user/prognosis_lst/feature/lung1/pretrain/train/00beeef4fc0fe33cd249bac5a7f9d6ec.pt,0,0.9986225366592408,0,True,0.608832836151123
/home/user/prognosis_lst/feature/lung1/pretrain/train/00c3ed1a99470be8b7d546576cac3a1c.pt,0,0.999739944934845,0,True,0.6684505939483643
/home/user/prognosis_lst/feature/lung1/pretrain/train/00c7ddb793e46c28cb8d92913e488d3d.pt,0,0.999849796295166,0,True,0.6375191807746887
/home/user/prognosis_lst/feature/lung1/pretrain/train/00cb78720371a6ea7b5253859b080582.pt,0,0.999068558216095,0,True,0.705921471118927
/home/user/prognosis_lst/feature/lung1/pretrain/train/00f043ba71e7dcc4d7878e037ef991f8.pt,0,0.9999980926513672,0,True,0.6720426082611084
/home/user/prognosis_lst/feature/lung1/pretrain/train/00f184abafd36974361be86228067592.pt,0,0.999688982963562,0,True,0.787346363067627
/home/user/prognosis_lst/feature/lung1/pretrain/train/00f2ad9f91fecbd993af30159b90fe5b.pt,0,0.9999959468841552,0,True,0.7824188470840454
/home/user/prognosis_lst/feature/lung1/pretrain/train/00f586c7a62ea207b10a30c861fbe2a4.pt,0,0.9998995065689088,0,True,0.7399224042892456
/home/user/prognosis_lst/feature/lung1/pretrain/train/00f997417d27c683fb84248f40ce0b86.pt,0,0.9999996423721312,0,True,0.6715198755264282
/home/user/prognosis_lst/feature/lung1/pretrain/train/00fb86d76b9dd38726978955b279faeb.pt,0,0.9999383687973022,0,True,0.6272417902946472
/home/user/prognosis_lst/feature/lung1/pretrain/train/01118b09b8713dfc3289a567ae71ad19.pt,0,0.9989323019981384,0,False,0.8636414408683777
/home/user/prognosis_lst/feature/lung1/pretrain/train/011bd7dae84652545eb33fcb339a31ed.pt,0,0.999997854232788,0,True,0.6899612545967102
/home/user/prognosis_lst/feature/lung1/pretrain/train/0127ae8c37f00c27fe56fe3e6eecce62.pt,0,0.9942290782928468,0,True,0.7118077278137207
/home/user/prognosis_lst/feature/lung1/pretrain/train/01293e2927d81a8f647bddca4c6101e4.pt,0,0.9999715089797974,0,True,0.6103429198265076
/home/user/prognosis_lst/feature/lung1/pretrain/train/0129a71d6b2b723b964f2fdaf92565da.pt,0,0.9999220371246338,0,True,0.6158205270767212
/home/user/prognosis_lst/feature/lung1/pretrain/train/0132af911bb6eecf648cdee55d754ec2.pt,0,0.999987244606018,0,True,0.7234939932823181
/home/user/prognosis_lst/feature/lung1/pretrain/train/0133cce5cb4edaacd7d06ff433b37b72.pt,0,0.999591052532196,0,False,0.8260359764099121
/home/user/prognosis_lst/feature/lung1/pretrain/train/0153c02cd0903b95feb1cb3da6797934.pt,0,1.0,0,True,0.7336287498474121
/home/user/prognosis_lst/feature/lung1/pretrain/train/0155b4c8c9f3742a71c9d8c133256b10.pt,0,0.9999717473983764,0,True,0.6424753665924072
/home/user/prognosis_lst/feature/lung1/pretrain/train/015d157098f95eb93687ffe09f1524c2.pt,0,0.9999903440475464,0,False,0.8356107473373413
/home/user/prognosis_lst/feature/lung1/pretrain/train/016a4a80034256c253f5ec326ed973ca.pt,0,0.9997099041938782,0,True,0.6864210367202759
/home/user/prognosis_lst/feature/lung1/pretrain/train/018243af4652916c7b8018d0ea54baae.pt,0,0.99977308511734,0,True,0.6356552839279175
/home/user/prognosis_lst/feature/lung1/pretrain/train/01826c41d323218bc26d6a60e61d2e52.pt,0,0.9999998807907104,0,True,0.6217601299285889
/home/user/prognosis_lst/feature/lung1/pretrain/train/018bcb0b5bb5c5297a677027cb5f6491.pt,0,0.9999607801437378,0,True,0.6433828473091125
/home/user/prognosis_lst/feature/lung1/pretrain/train/018c7ff8aa0924f506c202bc8761505d.pt,0,0.999996542930603,0,True,0.7598563432693481
/home/user/prognosis_lst/feature/lung1/pretrain/train/018c81413691cfff81e320a35330aaf4.pt,0,0.9999794960021972,0,True,0.7671013474464417
/home/user/prognosis_lst/feature/lung1/pretrain/train/0193f0ca2e516de9fd2a0a527f638a06.pt,0,0.9999769926071168,0,False,0.8512627482414246
/home/user/prognosis_lst/feature/lung1/pretrain/train/01aa3e4c32627f68c2f874d39a577afe.pt,0,0.999958872795105,0,True,0.6582198143005371
/home/user/prognosis_lst/feature/lung1/pretrain/train/01ba8b268d6869145e35ad28e661db19.pt,0,0.9980847835540771,0,True,0.6929135918617249
/home/user/prognosis_lst/feature/lung1/pretrain/train/01bc1a06d33526332e95124fae7d407b.pt,0,0.9994716048240662,0,False,0.8444303274154663
/home/user/prognosis_lst/feature/lung1/pretrain/train/01bfb10c8bb1ea11897d8f60b532d740.pt,0,0.9990713596343994,0,True,0.6350932121276855
/home/user/prognosis_lst/feature/lung1/pretrain/train/01c71c9a63c6f23710e70a72d8d8b737.pt,0,0.998946487903595,0,True,0.629044771194458
/home/user/prognosis_lst/feature/lung1/pretrain/train/01cd7de55dd03ee15a6fbc3012ed39e1.pt,0,0.9994077682495116,0,True,0.8035579919815063
/home/user/prognosis_lst/feature/lung1/pretrain/train/01cec9d673455ede3bcf75866f2bfa84.pt,0,0.9999042749404908,0,True,0.6442093849182129
/home/user/prognosis_lst/feature/lung1/pretrain/train/01efdd58ebfb146744d73052d6bd9406.pt,0,0.999958634376526,0,True,0.6197605133056641
/home/user/prognosis_lst/feature/lung1/pretrain/train/0201ec5d9d05c5b9c8bdb39efb64324e.pt,0,0.9999974966049194,0,True,0.7089328765869141
/home/user/prognosis_lst/feature/lung1/pretrain/train/02054ea558001ee43613d5042e6130a7.pt,0,0.9989380240440368,0,True,0.6768336296081543
